year_received,donor_country,value_usd,gift_description
2010,Lebanon,4520.0,"32.25'' x 24.5'' watercolor of Arabic calligraphy by artist Samir Sayegh. Book, title: ``Memoirs of Letters''. Rec'd--5/24/ 2010. Est. Value-- $4,520.00. Disposition-- Archives Foreign."
2010,Peru,584.0,"54'' x 12'' Kuna vicuna- brown scarf, presented in wooden presentation case with a silver label. Rec'd--6/1/2010. Est. Value--$584.00. Disposition--Archives Foreign."
2010,Canada,1000.0,"17'' sugar maple-wood bowl signed by Don Thur. 24'' x 16'' handcrafted glass tree in a green frame. Rec'd--6/25/2010. Est. Value--$1,000.00. Disposition--Archives Foreign."
2010,Laos,350.0,20.75'' x 32'' framed silver-colored metal panel with an etching depicting a city in Laos. Rec'd--6/28/2010. Est. Value--$350.00. Disposition--Archives Foreign.
2010,Saudi Arabia,500.0,"18.5'' clock with a gold- colored horse and two palm trees on a green and silver-colored marble base, in a green presentation box. Rec'd--6/28/2010. Est. Value--$500.00. Disposition--Archives Foreign."
2010,Saudi Arabia,5255.0,"Three Bijan silk tie sets with matching handkerchiefs in silk presentation boxes. Five Brioni silk tie sets with matching handkerchiefs in red presentation boxes. Black Brioni silk tie in a red presentation box. Stefano Ricci silk tie in a red and black presentation box. Blue and pink Stefano Ricci silk tie with matching handkerchief in a red and black presentation box. Five silk ties with matching handkerchiefs in white presentation boxes. Two striped Eddia silk ties in pink presentation boxes. Blue Francesco Smalto silk tie in a pink presentation box. Blue Lanvin silk tie with matching handkerchief in a blue presentation box. 20'' x 14'' x 8'' gray briefcase. Rec'd--6/29/ 2010. Est. Value-- $5,255.00. Disposition-- Archives Foreign."
2010,China,629.0,"11'' x 9'' ``Expo 2010 Shanghai China'' blue vase with a floral pattern and image of the Shanghai skyline, in a presentation box. 10'' x 8.5'' framed ``Expo 2010 Shanghai China, Colorful China Pavilion Pin Set'' Rec'd--7/4/2010. Est. Value--$629.00. Disposition--Archives Foreign."
2010,Israel,780.0,"16'' x 10.5'' deluxe edition of hardcover book, title: ``Great is Peace'' Rec'd--9/1/ 2010. Est. Value-- $780.00. Disposition-- Archives Foreign."
2010,Jordan,400.0,"11'' x 6.5'' silver jewelry box with red and black mosaic on top. Book, title: ``The Mosaics of Jordan'' Rec'd--9/1/2010. Est. Value--$400.00. Disposition--Archives Foreign."
2010,Pakistan,1200.0,"26'' x 32.5'' framed portrait of President Barack Obama Rec'd--9/3/ 2010. Est. Value-- $1,200.00. Disposition-- Archives Foreign."
2010,Egypt,356.0,"4.5'' x 3.5'' Bible in Arabic with metallic cross on cover. Book, title: ``Our Common Christian-Islamic Heritage.'' 16'' x 16'' white tote bag. Rec'd-- 9/18/2010. Est. Value-- $356.00. Disposition-- Archives Foreign."
2010,Turkey,1360.0,"9.5'' sterling silver Tombac Ottoman Collection portable writing set with pen and ink case. 11'' x 5'' 24-carat gold plated Tombac Ottoman Collection bowl. Rec'd-- 9/22/2010. Est. Value-- $1,360.00. Disposition-- Archives Foreign."
2010,Singapore,550.0,Creative ZEN X-Fi 2 64GB MP3 player and earphones. OSIM uGoGo electronic pulse massager Rec'd--9/24/ 2010. Est. Value-- $550.00. Disposition-- Archives Foreign.
2010,China,1400.0,"White ``Flying Pigeon'' electric bicycle. Rec'd--9/27/2010. Est. Value--$1,400.00. Disposition--Archives Foreign."
2010,Azerbaijan,940.0,"Set of two brass and crystal tea cups, presented in a blue velvet display case. 72'' x 49'' Garabagh Magical Knots Azerbaijani rug made by AZER-ILME Co. Ltd., presented in a matching red carrying case with inscription. Book, title: ``Azar-ilma''. Rec'd--9/28/2010. Est. Value--$940.00. Disposition--Archives Foreign."
2010,Ukraine,360.0,"18'' x 62'' embroidered beige tapestry with red floral motif, presented in a maroon cylinder with a gold and red embroidered crest. Rec'd--10/10/2010. Est. Value--$360.00. Disposition--Archives Foreign."
2010,Ukraine,360.0,"White blouse with beaded floral design, in a maroon velvet presentation box. Rec'd--10/14/2010. Est. Value--$360.00. Disposition--Archives Foreign."
2010,Thailand,590.0,"12'' silver-colored tray with dragon-shaped handle, presented in a blue presentation box. Rec'd--10/20/2010. Est. Value--$590.00. Disposition--Archives Foreign."
2010,Philippines,650.0,12'' x 8'' brown accessory box with four silver-plated bulls on bottom. Rec'd--10/29/ 2010. Est. Value-- $650.00. Disposition-- Archives Foreign.
2010,Russia,500.0,"10 Blu-Ray disc set with leather cases, presented in a 32'' x 17'' wooden display box Rec'd--11/1/2010. Est. Value--$500.00. Disposition--Archives Foreign."
2010,India,7404.0,"Book, title: ``The Life of Mahatma Gandhi,'' by Louis Fisher. 28'' x 15'' bronze-colored bust of Mahatma Gandhi. Brown and gold-colored photo album. 13'' x 15'' gold-colored ``Diviniti'' wooden frame and plaque of Rashtrapti Bhawan New Delhi India. 41'' x 57'' portrait of President Obama. Rec'd-- 11/8/2010. Est. Value-- $7,404.00. Disposition-- Archives Foreign."
2010,India,1015.0,"30'' x 42'' painting of bodhisattva on black and gold-colored scroll, presented in a 36'' blue presentation box. Red and gold- colored silk three piece Sari. 6'' x 9'' red and gold-colored beaded Sari handbag. 11'' x 13'' beige and gold-colored photo album. 13'' x 9'' blue booklet with floral pattern and gold plated image of Parliament. Rec'd--11/8/2010. Est. Value--$1,015.00. Disposition--Archives Foreign."
2010,nan,988.0,8'' x 4'' Verizon Samsung Galaxy Tab SCH- 1800. Black Samsung headphones. Black Samsung Galaxy Tab stereo video cable. Black Samsung Galaxy Tab USB charging data cable. 5'' x 9'' brown leather case. 5'' x 9'' black leather snap-on case. Black Samsung Galaxy Tab charger. 28'' x 28'' red and blue tapestry with decorative design. Rec'd--11/10/2010. Est. Value--$988.00. Disposition--Archives Foreign.
2010,Malaysia,1564.0,"4'' x 7'' silver-plated box with floral design and gold-colored flower with red stone, presented in a blue velvet presentation box. Book, title: ``Najib: Beginning of a Legacy Commemorating One Year as Prime Minister of Malaysia'' Rec'd--11/12/2010. Est. Value--$1,564.00. Disposition--Archives Foreign."
2010,Indonesia,1403.0,"Two wooden ``Asta Kriya'' shadow puppets. Two 19'' x 16'' framed photographs commemorating the First Family's visit to Indonesia. Three-piece red and gold colored medals, presented in a wooden presentation case with an honorary diploma. Three shirts. Rec'd--11/13/2010. Est. Value--$1,403.00. Disposition--Archives Foreign."
2010,Japan,1.325,"5'' titanium ``SUSGallery'' cup. 4'' titanium ``SUSGallery'' cup. 3.5'' titanium ``SUSGallery'' cup. 2.5'' titanium ``SUSGallery'' cup, presented in a wooden presentation box. 32'' x 27'' framed facsimile of letter written by President Abraham Lincoln to His Majesty the Tycoon of Japan in 1861. Rec'd--11/14/ 2010. Est. Value-- $1.325.00. Disposition-- Archives Foreign; Facsimile Retained for Offical Display."
2010,Portugal,1140.78,"W&J Graham's Port 1961 Single Harvest Tawny Port set, containing wine in red leather bottle holder and an informational booklet, presented in a rectangular wooden box that has ``Graham's Single Harvest 1961'' carved into top and sides. Set of four Atlantis crystal wine glasses and one crystal decanter presented in 11'' x 23'' x 10'' wooden box. Two bottles of Quinta de Noval 2008 Vintage Porto wine. Bronze water-dog statue on wooden base Rec'd-- 11/19/2010. Est. Value-- $1,140.78 Disposition-- Archives Foreign; Box is in White House Gift Office; Perishable Goods Handled Pursuant to U.S. Secret Service Policy."
2010,Portugal,425.0,"Antique gold-colored Museu de Marinha Portugal astrolabe with inscribed wooden stand, in a wooden presentation box Rec'd-- 11/19/2010. Est. Value-- $425.00. Disposition-- Archives Foreign."
2010,Brunei,1932.0,"``Lustre'' necklace with 1'' x 1'' inscribed ``Globe Crest'' pendant. 5 DVD box set, title: ``The Day the Universe Changed.'' 21'' x 12'' black, unbranded, rubber container with rubber handles. 1.5 quart ``Heath'' brown teapot with copper handle and two matching mugs. 19'' x 13'' x 10'' wooden trunk with metal decoration on top. Somma grey blanket with darker grey floral pattern, presented in a brown cloth display box. Book on the Earth's ecosystems. One Fanciful ``Bountiful Buffet'' gift basket. 11'' x 5.5'' Tozai brown glass vase with leaf designs. 12'' x 8'' ceramic jar with 13 ounces of ``Di Camillo'' biscotti. ``Bonifanti'' Panettone bread. Luci de Stelle 1000g, in blue hexagonal box. Harney & Sons whole leaf tea, in silk satchels. Five 2.5 ounce Modern Alchemy votive candles, in black presentation box. Black display box containing scented D.L. & Company ``Gingembre'' candle in glass container. Island Heritage tin of chocolate covered macadamia nut shortbread cookies. Rec'd--12/1/2010. Est. Value--$1,932.00. Disposition--Archives Foreign; Perishable Items Handled Persuant to U.S. Secret Service Policy."
2010,Tunisia,585.0,"12'' round silver- colored tree statue with scented black decorations, in a red presentation box. Rec'd--12/1/2010. Est. Value--$585.00. Disposition--Archives Foreign."
2010,Poland,594.0,"4.5'' x 6'' black and white ceramic Cmielow dog figurine, presented in a wooden presentation box. Book, title: ``Fryderyk Chopin.'' 2.5'' x 3'' circular miniature portrait of Chopin in a Burl Veneer frame. Two holiday ornaments. Rec'd--12/8/2010. Est. Value--$594.00. Disposition--Archives Foreign; Ceramic Dog Retained by President Obama."
2010,Kazakhstan,1200.0,"5.5'' x 5'' x 1'' lacquered wooden box with ``OSCE Kazakhstan 2010'' label, containing a 2.5'' diameter medallion of 199.37 gram gold alloy. Rec'd--12/15/2010. Est. Value--$1,200.00. Disposition--Archives Foreign."
2010,Japan,1896.81,"One titanium cup presented in wooden box with ``APEC 2010, Naoto Kan, Prime Minster of Japan'' imprinted on top of cover. Black Fujifilm FinePix Real 3D W3 digital camera in a blue and black cardboard box. Black Fujifilm FinePix Real 3D V1 Digital Viewer, presented in black and blue cardboard box. Rec'd--12/15/2010. Est. Value--$1896.81 Disposition--Archives Foreign."
2010,India,710.0,"Two 10'' x 12'' miniature paintings depicting a small indoor gathering, presented in blue velvet presentation boxes. Three gold- colored cloth ornaments. Rec'd--12/17/ 2010. Est. Value-- $710.00. Disposition-- Archives Foreign."
2010,Kyrgyzstan,485.0,"31'' x 26'' black and tan leather artwork of birds, trees, and other objects in a gold frame. Rec'd--12/25/ 2010. Est. Value-- $485.00. Disposition-- Archives Foreign."
2010,Tunisia,910.0,20'' x 16.5'' high purple and yellow leather and wooden ottoman with brown wooden circular legs containing 16'' x 6'' and 14'' x 4'' purple and yellow wooden containers. Six bottles of Vieux Magon wine. Eight bottles of Tunisian Olive Oil. Box of dates. Rec'd--12/30/ 2010. Est. Value-- $910.00. Disposition-- Archives Foreign; Perishable Items Handled Pursuant to U.S. Secret Service Policy.
2009,Russia,680.0,"4.5'' x 5.5'' gold- colored religious relic with a stand, in a brown wooden presentation case. Rec'd--7/1/2009 Est. Value--$680.00. Disposition--Archives Foreign."
2009,Denmark,340.0,9.5'' x 12'' wood-framed photograph of Her Majesty and His Royal Highness. Set of two books on Danish history. Rec'd--11/10/ 2009. Est. Value-- $340.00. Disposition-- Archives Foreign.
2010,Jordan,1150.0,"Two 11.5'' R & Y Augousti stingray and gold-colored candlesticks, presented in a stingray and mother of pearl presentation box. Two 4.5'' x 4.5'' stingray and mother of pearl jewelry boxes, in a stingray and mother of pearl presentation box. Rec'd--1/1/2010. Est. Value--$1,150.00. Disposition--Archives Foreign."
2010,Malaysia,450.0,32'' x 34'' traditional hand-woven portrait of President Obama. 32'' x 34'' traditional hand- woven portrait of First Lady Michelle Obama. Rec'd--4/12/2010. Est. Value--$450.00. Disposition--Archives Foreign.
2010,Indonesia,390.0,"Book, title: ``Exquisite Indonesia: The Finest Crafts of the Archipelago.'' 80'' x 152'' red, blue, and tan batik cloth, presented in a brown presentation box. 80'' x 152'' red, teal, and tan batik cloth with large bird design, in a brown presentation box. Rec'd--4/19/2010. Est. Value--$390.00. Disposition--Archives Foreign."
2010,Senegal,345.0,40'' x 70'' black wool shawl with colorful stripes. 16'' black handbag with colorful stripes. 64'' x 28'' black lace shawl with white trim. Senegalese white shirt with black trim. Senegalese white linen robe with black accents. Pair of Senegalese white linen drawstring pants. Rec'd--6/1/2010. Est. Value--$345.00. Disposition--Archives Foreign.
2010,Russia,4000.0,"83'' x 43'' framed oil painting of a carnival winter scene by K.V. Kiselev. Rec'd--6/24/ 2010. Est. Value-- $4,000.00. Disposition-- Archives Foreign."
2010,United Kingdom,4000.0,"39'' x 31'' canvas of graffiti letters spray- painted on black gloss, title: ``Twenty First Century City,'' by Ben Eine. Rec'd--7/22/2010. Est. Value--$4,000.00. Disposition--Archives Foreign."
2010,Sri Lanka,950.0,20'' x 20'' painting of First Family in a wooden frame with semi- precious stones and a presentation plaque Rec'd--9/24/2010. Est. Value--$950.00. Disposition--Archives Foreign.
2010,Honduras,560.0,"Two gold-colored Milla Guirst Joyeros cufflinks with Mayan designs, presented in a yellow presentation box. 10.5'' snakeskin purse with silver- colored plate and Mayan design Rec'd--10/18/ 2010. Est. Value-- $560.00. Disposition-- Archives Foreign."
2010,Kuwait,385.0,"10'' x 8'' Christofle silver photo frame, in a brown presentation box. 2'' Nieman Marcus picture frame. Rec'd-- 12/25/2010. Est. Value-- $385.00. Disposition-- Archives Foreign."
2009,Ghana,350.0,"144'' x 40'' Da Viva multicolored cloth. 144'' x 48'' Akosombo Textilis Limited green and yellow cloth, 143'' x 47'' Prestige V.I.P orange, green, blue and gold cotton cloth. 144'' x 40'' Prestige V.I.P multicolored cloth Rec'd--7/21/2009. Est. Value--$350.00. Disposition--Archives Foreign."
2009,Pakistan,1200.0,"26'' x 32.5'' framed portrait of First Lady Michelle Obama Rec'd--9/ 30/2009. Est. Value-- $1,200.00. Disposition-- Archives Foreign."
2009,Philippines,375.0,Necklace of opaque and freshwater pearls. Rec'd--10/15/2009. Est. Value--$375.00. Disposition--Archives Foreign.
2010,United Arab Emirates,6125.0,"Cartier 18-carat white gold pearl earrings with diamonds. Rec'd--2/ 1/2010. Est. Value-- $6,125.00. Disposition-- Archives Foreign."
2010,Ireland,512.0,"72'' x 144'' Thomas Fergusons Irish Linen white tablecloth, double damask with scroll design. Rec'd--3/ 17/2010. Est. Value-- $512.00. Disposition-- Archives Foreign."
2010,Senegal,375.0,"14'' x 9'' x 4'' Le Darmanco coral and navy blue handbag with checkered design. 70'' x 32'' Le Darmanco coral and navy blue shawl with checkered design. Marie Lolita green traditional Senegalese gown with gold-colored design. 40'' x 29'' Marie Lolita green traditional Senegalese shawl. Book, title: ``Gor[eacute]e Inflamed Memories.'' Orange and black necklace, handmade by Ambassador Diagne. Rec'd--3/26/ 2010. Est. Value-- $375.00. Disposition-- Archives Foreign."
2010,France,4580.0,"13.67'' Daum France crystal ultraviolet vase. Daum France red dragonfly crystal brooch, in a silver Daum presentation box. Rec'd--3/30/2010. Est. Value--$4,580.00. Disposition--Archives Foreign."
2010,India,512.0,"27'' x 78'' Kashmir Loom blue cashmere stole with orange design, in a blue presentation box. Rec'd--4/11/2010. Est. Value--$512.00. Disposition--Archives Foreign."
2010,Kazakhstan,550.0,"6'' gold-colored apple statue on green stone base, in a green presentation box. Rec'd--4/12/2010. Est. Value--$550.00. Disposition--Archives Foreign."
2010,Haiti,2094.0,"VeVe Collections teal handbag with sequins. Book, title: ``The Idea of Modernity in Haitian Contemporary Art.'' 22'' x 28'' acrylic painting on canvas, title: ``Guest for Life II,'' by Philippe Dodard. 18.5'' x 24'' framed painting of Haitian landscape. Rec'd--4/13/2010. Est. Value--$2,094.00. Disposition--Archives Foreign."
2010,Mexico,475.0,"Soledad Garcia silver necklace, in a red presentation box. Rec'd--5/19/2010. Est. Value--$475.00. Disposition--Archives Foreign."
2010,Austria,625.0,32'' x 70'' Dries Van Noten patterned green silk shawl. Rec'd--6/4/ 2010. Est. Value-- $625.00. Disposition-- Archives Foreign.
2010,Spain,3600.0,"20'' gold Pina & Grau necklace with 1'' Mallorcan cross pendant Rec'd--8/8/2010. Est. Value--$3,600.00. Disposition--Archives Foreign."
2010,Spain,600.0,42'' x 30'' framed orange and beige etching of tree rings. Rec'd--8/9/2010. Est. Value--$600.00. Disposition--Archives Foreign.
2010,Pakistan,1200.0,"26'' x 32.5'' framed portrait of First Lady Michelle Obama. Rec'd-- 9/3/2010. Est. Value-- $1,200.00. Disposition-- Archives Foreign."
2010,Egypt,380.0,24'' orange and black beaded silver-colored necklace with Arabic inscription. Rec'd--9/ 18/2010. Est. Value-- $380.00. Disposition-- Archives Foreign.
2010,Turkey,965.0,"20'' multicolored necklace with ruby gemstones. Earrings with ruby, emerald, sapphire, peridot, and citrine gemstones. 20'' x 72'' burgundy and beige beaded cloth. 4'' x 20'' burgundy pillow. Box of Pelit chocolates. Rec'd--9/20/ 2010. Est. Value-- $965.00. Disposition-- Archives Foreign; Perishable Items Handled Pursuant to U.S. Secret Service Policy."
2010,nan,460.0,"3'' tall x 5'' diameter silver and lavender- colored vessel, presented in 7'' x 7'' x 4'' pink container. Rec'd--9/22/2010. Est. Value--$460.00. Disposition--Archives Foreign."
2010,Kosovo,440.0,16'' x 14'' pink and gold-colored vest with detachable sleeves and decorative beading. Rec'd--9/22/2010. Est. Value--$440.00. Disposition--Archives Foreign.
2010,Swaziland,475.0,"33'' x 39'' multicolored abstract painting, title: ``Married Women in Swazi Culture Attending a Cultural Event''. Rec'd--9/24/ 2010. Est. Value-- $475.00. Disposition-- Archives Foreign."
2010,Colombia,525.0,8'' x 14'' Helena Caballero blue purse. Rec'd--9/24/2010. Est. Value--$525.00. Disposition--Archives Foreign.
2010,Panama,485.0,Agnes Santomenno pearl and gold-colored pendant and earrings. Rec'd--9/24/2010. Est. Value--$485.00. Disposition--Archives Foreign.
2010,Sri Lanka,1080.0,"White gold diamond with blue sapphire earrings and pendant, in 4.5'' x 5'' x 1.5'' presentation box. Rec'd--9/24/2010. Est. Value--$1,080.00. Disposition--Archives Foreign."
2010,Haiti,425.0,20'' x 16.5'' painting of Haitian women dressed in white with eight fruit baskets in gold-colored frame. Rec'd--9/29/2010. Est. Value--$425.00. Disposition--Archives Foreign.
2010,Malaysia,415.0,"114'' x 35'' yellow shawl with purple and silver-colored stitching, in a decorative wooden presentation box Rec'd-- 10/18/2010. Est. Value-- $415.00. Disposition-- Archives Foreign."
2010,India,2110.0,"Two 13'' x 17'' black and red scarves. 34'' gold-colored pearl necklace. 31'' x 19'' hinged double framed portraits of President Barack Obama and First Lady. Rec'd--11/8/2010. Est. Value--$2,110.00. Disposition--Archives Foreign."
2010,India,460.0,"7'' long silver-colored jewelry box with bird designs, in a black presentation box. Rec'd--11/8/2010. Est. Value--$460.00. Disposition--Archives Foreign."
2010,nan,1278.0,"Red, white, and gold- colored apron. Red and gold-colored silk hat with floral pattern. Six copies of book, title: ``Hansik: Stories of Korean Food,'' by Kim Yoon-ok. Bottle of Sulwhasoo First Care Serum. Bottle of Sulwhasoo Balancing Water. Bottle of Sulwhasoo Balancing Emulsion. Container of Sulwhasoo Concentrated Ginseng Cream. Herbal Sulwhasoo soap, presented in colored lacquer black wooden box with mirror. 32'' x 32'' cloth, brown on one side and mint- colored on the other. 43'' x 43'' silk bojagi in blue and cream with light blue flowers embroidered in corners. 1.5'' x 38.5'' red ribbon with floral pattern. Rec'd--11/11/ 2010. Est. Value-- $1,278.00. Disposition-- Archives Foreign; Perishable items handled pursuant to U.S. Secret Service policy."
2010,Indonesia,1658.0,"Two books. 36'' x 42'' blue Lenan Pearl of Silk scarf with floral design. 9'' x 14'' black box with red and gold abstract design on top and gold-colored plate inside. 42'' x 100'' black and orange scarf with floral design. Pair of orange and black custom ``Air Force 1'' shoes. Rec'd-- 11/13/2010. Est. Value-- $1,658.00. Disposition-- Archives Foreign."
2010,Tunisia,425.0,12'' tall blue glass and silver-colored metal container with silver- colored cords. Rec'd-- 12/1/2010. Est. Value-- $425.00. Disposition-- Archives Foreign.
2009,Italy,124000.0,"Large book of original artwork, photographs, and text by artist Marilena Ferrari, with a Renaissance-style stone carving cover. Gold-painted box containing certificates of authenticity for accompanying artwork. Gold-painted box containing bookmark and magnifying glass. Gold-painted box containing hand- written full version of the Star Spangled Banner in custom ink and calligraphy. Large gold leaf painted box housing all items. Rec'd--7/10/2009. Est. Value--$124,000.00. Disposition--National Archives and Records Administration."
2011,Brunei,554.0,"Small enamel keepsake box. One bag of coffee. One candle. Six steak knives. Four Christmas mugs. Book, title: ``The Fifty Year Career of Hollywood's Greatest Costume Designer,'' by J. Jorgensen. Glass ``PEACE'' plate. Small stainless steel tea infuser. Small stainless steel sugar bowl. Small stainless steel cream receptacle. Stainless steel coffee pot. 7'' tall crystal candlestick. 14'' high handmade shaker box. Bowl made from ``Innervisions'' Record by Stevie Wonder. 14'' x 11'' painting, title: ``A Forest,'' artist unknown. Small white keepsake box. Decorative shell display plate. 7'' x 7'' shell picture frame. 10'' x 10'' Chinese checkers plate. 15'' x 15'' glass plate with game board painted on it. Large brown basket. Set of three faux books in multiple colors. Rec'd--12/1/ 2011. Est. Value-- $554.00. Disposition-- National Archives and Records Administration; Coffee, candle, and steak knives handled pursuant to United States Secret Service policy."
2012,Azerbaijan,405.0,"54'' x 39'' pure wool hand-woven rug artwork, title: ``Magic Knots'' in leather carrying bag. Blue, purple, and orange silk head shawl. Rec'd--1/13/ 2012. Est. Value-- $405.00. Disposition-- National Archives and Records Administration."
2012,Argentina,440.0,Silver ornament dagger in a black display box. Rec'd--1/18/2012. Est. Value--$440.00. Disposition--National Archives and Records Administration.
2012,China,740.0,"Basketball in custom red, white, and blue coloring, autographed by donor. 20'' x 79'' replica painting, title: ``Five Oxen from the Tang Dynasty,'' by H. Haung. Rec'd--2/13/ 2012. Est. Value-- $740.00. Disposition-- National Archives and Records Administration."
2012,Georgia,750.0,"Traditional Georgian headpiece of black wool, silk, and gold embroidery. One copy of the Georgian constitution. Copy of Georgian declaration of independence in display case. Rec'd--2/ 14/2012. Est. Value-- $750.00. Disposition-- National Archives and Records Administration."
2012,United Kingdom,1100.0,"Custom Dunlop table tennis table with United States and United Kingdom decals, inscription, and paddles. Rec'd--3/14/ 2012. Est. Value-- $1,100.00. Disposition--National Archives and Records Administration."
2012,Ireland,7246.19,"Crystal bowl centerpiece. 27'' tall bronze statue of James Hoban. Certificate of President Obama's Irish heritage. Two silver shamrock charm bracelets. Lamb's wool scarf. Lamb's wool blanket. Rec'd--3/20/ 2012. Est. Value-- $7,246.19. Disposition--National Archives and Records Administration."
2012,Canada,765.0,"27'' x 40'' painting, title: ``Enemy in Sight,'' by P. Rindlisacher, depicting a naval scene from 1813. Rec'd--4/2/2012. Est. Value--$765.00. Disposition--National Archives and Records Administration."
2012,Brazil,860.0,"32'' x 39'' framed cross-stitch art of the President and First Lady by artist G. Alves. 31'' x 19'' painting on wood, title: ``Ensala,'' by F. Galeno. Rec'd--4/9/ 2012. Est. Value-- $860.00. Disposition-- National Archives and Records Adminsitration."
2012,Saudi Arabia,16500.0,"10'' tall x 12'' wide gold-plated clock with mother of pearl face and horse figure on the base. Rec'd--4/12/ 2012. Est. Value-- $16,500.00. Disposition--National Archives and Records Administration."
2012,Colombia,942.84,"Silver figure representing oversized coffee bean. 29'' long decorative sash. Hardcover book, title: ``Un Pais de Opportunidades''. Rec'd--4/13/2012. Est. Value--$942.84. Disposition--National Archives and Records Administration."
2012,Colombia,1000.0,"Large, high-quality book, title: ``Cien A[ntilde]os de Soledad,'' by G.G. Marquez, with hand- drawn pictures presented in wood and canvas case. Rec'd--4/ 30/2012. Est. Value-- $1,000.00. Disposition--National Archives and Records Administration."
2012,Czechia,680.0,5'' tall x 3.5'' wide red etched Egerman crystal vase with four small feet and leaf designs. Rec'd--5/8/ 2012. Est. Value-- $680.00. Disposition-- National Archives and Records Adminstration.
2012,France,1473.13,"25'' x 34'' set of 20 engraved prints of the 2005 edition of the Turgot map of Paris. Beige patent personal items bag. Woven beige leather wallet. Beige leather tote bag. Sothys bath products. Rec'd--5/18/2012. Est. Value--$1,473.13. Disposition--National Archives and Records Administration; Bath products handled pursuant to United States Secret Service policy."
2012,China,440.0,16'' tall antique yellow vase with flower design. Rec'd-- 5/18/2012. Est. Value-- $440.00. Disposition-- National Archives and Records Administration.
2012,Russia,3460.0,"13'' tall x 17'' diameter white porcelain vase with black and red divergent pattern and images of the White House and Kremlin on opposite sides, artist unknown. Photo book of the Medvedev presidency. Rec'd--5/ 19/2012. Est. Value-- $3,460.00. Disposition--National Archives and Records Administration."
2012,Azerbaijan,553.0,"Book, title: ``Azerbaijan.'' Book, title: ``Azerbaijan: The Land of Tolerance.'' Book, title: ``Azerbaijani Carpets Garabagh Group,'' by V. Muradov. Six gold cups with blue and silver engraving. Rec'd--5/20/ 2012. Est. Value-- $553.00. Disposition-- National Achives and Records Administration."
2012,Bulgaria,390.0,9'' diameter gold wreath of oak leaves and acorns. Rec'd--5/ 20/2012. Est. Value-- $390.00. Disposition-- National Archives and Records Administration.
2012,Turkey,1435.0,"Book, title: ``President Abdullah G[uuml]l: In His Own Words.'' 5'' tall silver bowl with Turkish star and moon on top rim. Rec'd--5/ 21/2012. Est. Value-- $1,435.00. Disposition--National Archives and Records Administration."
2012,Australia,490.0,Australian flag presented in custom box made of Australian wood. Rec'd--5/21/ 2012. Est. Value-- $490.00. Disposition-- National Archives and Records Administration.
2012,Austria,650.0,Silver desk set by Rozet and Fischmeister. Rec'd--5/ 22/2012. Est. Value-- $650.00. Disposition-- National Archives and Records Administration.
2012,Russia,540.0,"8'' x 10'' painting of winter landscape, artist unknown. Book, title: ``Rostov Enamels,'' by V. Borisova. Rec'd--6/6/ 2012. Est. Value-- $540.00. Disposition-- National Archives and Records Administration."
2012,Philippines,870.0,18'' hand-woven Buntal fiber box with laminated rainbow shell lid and bone handle on a mahogany stand. Rec'd--6/7/ 2012. Est. Value-- $870.00. Disposition-- National Archives and Records Administration.
2012,Mexico,2788.0,"10'' black wooden coyote suspended in metal display box. Coca-Cola bottle decorated with beads. Book, title: ``Rastros Irrastreables, Artwork by El Nacho.'' Two collared button-down shirts, one white and one white with blue stripes. Round silver cufflinks by FCO OTERO. Wooden chest with lock housing five bottles of liquor. Rec'd--6/17/2012. Est. Value--$2,788.00. Disposition--National Archives and Records Administration; Liquor handled pursuant to United States Secret Service Policy."
2012,Russia,3400.0,"8'' x 11'' silver chalice with ornate blue designs on bowl and base. Rec'd--6/18/ 2012. Est. Value-- $3,400.00. Disposition--National Archives and Records Administration."
2012,China,950.0,14'' tall vase with lotus pattern in white and blue. Rec'd--8/29/ 2012. Est. Value-- $950.00. Disposition-- National Archives and Records Administration.
2012,Jamaica,2216.0,"Earthenware ceramic head sculpture by Jamaican artist. Gold lapel pin reading ``Jamaica 1952-2012''. Rec'd--9/24/2012. Est. Value--$2,216.00. Disposition--National Archives and Records Administration."
2012,Mongolia,440.0,"41'' long saber with 34'' blade, silver filigree handle and sheath. Rec'd--9/27/ 2012. Est. Value-- $440.00. Disposition-- National Archives and Records Administration."
2012,Thailand,450.0,"Stationery set of varying paper sizes, envelopes, and letter opener, held within painted black wooden box. Rec'd--10/16/ 2012. Est. Value-- $450.00. Disposition-- National Archives and Records Administration."
2012,Myanmar (Burma),420.0,"30'' x 18'' framed painting of a city at sunset, painted by donor. Rec'd--11/17/ 2012. Est. Value-- $420.00. Disposition-- National Archives and Records Administration."
2012,Thailand,1000.0,"Royal Bone Chinaware tea set. Framed photograph of President Obama and the Prime Minister. Rec'd--11/18/2012. Est. Value--$1,000.00. Disposition--National Archives and Records Administration."
2012,Cambodia,650.0,6'' tall x 4'' wide short silver vase with raised decorative designs. Rec'd--11/20/ 2012. Est. Value-- $650.00. Disposition-- National Archives and Records Administration.
2012,Myanmar (Burma),650.0,Silver-tinted goblet with pointed lid and flower etchings. Rec'd--11/20/2012. Est. Value--$650.00. Disposition--National Archives and Records Administration.
2012,Mexico,1701.66,"5'' wide Aztec calendar stamped on a pure silver coin weighing one kilogram. Rec'd-- 11/27/2012. Est. Value--$1,701.66. Disposition--National Archives and Records Administration."
